planID,benefitClassID,effectiveDate,terminationDate,savedUserID,savedDateTime
163777,145586,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:10:00.083'
163777,145774,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:13:03.047'
163777,145775,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:11:33.747'
163777,145821,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:52:03.267'
163777,145822,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:53:55.573'
163777,145823,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:05:54.983'
163777,145824,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:08:22.550'
163777,146388,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163777,146389,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163777,146390,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163777,146391,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163777,146392,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163777,146422,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 09:53:31.047'
163777,146424,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:08:02.487'
163777,146425,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:14:31.733'
163777,146426,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:22:13.677'
163778,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:14:06.203'
163778,145513,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:05:56.623'
163778,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:13:02.343'
163778,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:00:19.587'
163778,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:02:39.800'
163778,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:03:32.490'
163778,145586,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 15:54:14.243'
163778,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 15:50:33.473'
163778,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 15:51:54.460'
163778,145821,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:10:52.480'
163778,145822,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 16:06:45.377'
163778,145823,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 15:57:14.170'
163778,145824,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968638,'2018-10-16 15:55:10.823'
163778,146388,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163778,146389,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163778,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163778,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163778,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163780,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:25:22.767'
163780,145513,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:27:18.290'
163780,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:25:50.347'
163780,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:28:43.483'
163780,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:28:13.980'
163780,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:27:49.150'
163780,145586,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:30:10.660'
163780,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:31:12.503'
163780,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:30:36.487'
163780,145821,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:26:18.190'
163780,145822,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:26:47.787'
163780,145823,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:29:13.220'
163780,145824,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9382206,'2018-10-16 20:29:45.250'
163780,146388,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163780,146389,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163780,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163780,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163780,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163781,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:22:22.080'
163781,145513,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:26:00.057'
163781,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:24:04.913'
163781,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:27:51.253'
163781,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:27:18.193'
163781,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:26:42.507'
163781,145586,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:29:29.440'
163781,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:31:02.643'
163781,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:30:06.330'
163781,145821,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:24:43.773'
163781,145822,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:25:23.540'
163781,145823,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:28:22.707'
163781,145824,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9386948,'2018-10-16 15:28:52.410'
163781,146388,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163781,146389,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163781,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163781,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163781,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163784,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:44:21.587'
163784,145513,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:42:29.520'
163784,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:45:13.007'
163784,145515,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:47:00.917'
163784,145516,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',3256958,'2018-10-17 23:57:24.690'
163784,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:27:42.213'
163784,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:39:48.460'
163784,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:43:25.553'
163784,145586,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:34:22.430'
163784,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:30:23.453'
163784,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:35:35.030'
163784,145821,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:37:13.747'
163784,145822,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:41:20.647'
163784,145823,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:28:56.393'
163784,145824,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:32:28.020'
163784,145898,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:46:11.087'
163784,146388,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163784,146389,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163784,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163784,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163784,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163785,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:44:21.600'
163785,145513,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:42:29.520'
163785,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:45:13.007'
163785,145515,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:47:00.917'
163785,145516,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',3256958,'2018-10-17 23:57:24.707'
163785,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:27:42.213'
163785,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:39:48.460'
163785,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:43:25.570'
163785,145586,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:34:22.430'
163785,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:30:23.470'
163785,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:35:35.030'
163785,145821,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:37:13.760'
163785,145822,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:41:20.663'
163785,145823,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:28:56.393'
163785,145824,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:32:28.020'
163785,145898,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:46:11.087'
163785,146388,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163785,146389,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163785,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163785,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163785,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163786,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:44:21.600'
163786,145513,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:42:29.520'
163786,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:45:13.007'
163786,145515,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:47:00.917'
163786,145516,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',3256958,'2018-10-17 23:57:24.690'
163786,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:27:42.200'
163786,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:39:48.460'
163786,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:43:25.570'
163786,145586,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:34:22.430'
163786,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:30:23.437'
163786,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:35:35.017'
163786,145821,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:37:13.760'
163786,145822,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:41:20.680'
163786,145823,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:28:56.330'
163786,145824,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:32:28.003'
163786,145898,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:46:11.087'
163786,146388,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163786,146389,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163786,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163786,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163786,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163787,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:44:21.600'
163787,145513,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:42:29.520'
163787,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:45:13.007'
163787,145515,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:47:00.930'
163787,145516,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',3256958,'2018-10-17 23:57:24.690'
163787,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:27:42.200'
163787,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:39:48.460'
163787,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:43:25.570'
163787,145586,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:34:22.430'
163787,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:30:23.437'
163787,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:35:35.017'
163787,145821,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:37:13.760'
163787,145822,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:41:20.693'
163787,145823,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:28:56.340'
163787,145824,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9277809,'2018-10-16 14:32:28.003'
163787,145898,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',4968298,'2018-10-16 14:46:11.087'
163787,146388,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163787,146389,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163787,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163787,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163787,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163788,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:14:33.063'
163788,145513,'1900-01-01 00:00:00.000','1901-01-01 00:00:00.000',8699036,'2018-05-08 14:04:43.293'
163788,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:15:43.083'
163788,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:22:05.770'
163788,145537,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:21:31.143'
163788,145538,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:20:51.470'
163788,145774,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:26:04.510'
163788,145775,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:24:52.930'
163788,146389,'1900-01-01 00:00:00.000','1901-01-01 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163788,146390,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163788,146391,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163788,146392,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2019-01-29 13:57:01.007'
163789,145512,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:14:33.063'
163789,145514,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:15:43.083'
163789,145518,'1900-01-01 00:00:00.000','2018-12-31 00:00:00.000',9408554,'2018-10-16 15:22:05.770'
163867,145512,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:22:22.160'
163867,145513,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:56:13.647'
163867,145514,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:49:50.043'
163867,145515,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8589525,'2018-03-20 12:56:14.903'
163867,145519,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:54:44.413'
163867,145537,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:01:00.753'
163867,145538,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:58:24.467'
163867,145754,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:54:57.920'
163867,145755,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:55:11.080'
163867,145756,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',21571907,'2018-07-12 11:53:21.950'
163867,145773,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 09:00:20.023'
163867,145821,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:52:03.300'
163867,145822,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:53:55.607'
163867,145898,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-05-01 13:17:03.433'
163867,145964,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-04 15:30:37.050'
163867,146388,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163867,146389,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163867,146390,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163867,146391,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163867,146422,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-12 13:30:01.243'
163867,146424,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:03:35.813'
163867,146425,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:11:05.103'
163867,146426,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:12:05.620'
163868,145512,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:22:22.160'
163868,145513,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:56:13.630'
163868,145514,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:49:50.043'
163868,145515,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8589525,'2018-03-20 12:56:14.900'
163868,145519,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:54:44.410'
163868,145537,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:01:00.737'
163868,145538,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:58:24.450'
163868,145754,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:54:57.917'
163868,145755,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:55:11.077'
163868,145756,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',21571907,'2018-07-12 11:53:21.933'
163868,145773,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 09:00:20.020'
163868,145821,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:52:03.283'
163868,145822,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:53:55.590'
163868,145898,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-05-01 13:17:03.430'
163868,145964,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-04 15:30:37.047'
163868,146388,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163868,146389,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163868,146390,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163868,146391,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163868,146422,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-12 13:30:01.243'
163868,146424,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:03:35.813'
163868,146425,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:11:05.103'
163868,146426,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:12:05.620'
163869,145512,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:22:22.160'
163869,145513,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:56:13.630'
163869,145514,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:49:50.043'
163869,145515,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8589525,'2018-03-20 12:56:14.893'
163869,145519,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:54:44.403'
163869,145537,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:01:00.737'
163869,145538,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:58:24.450'
163869,145754,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:54:57.913'
163869,145755,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:55:11.037'
163869,145756,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',21571907,'2018-07-12 11:53:21.933'
163869,145773,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 09:00:20.013'
163869,145821,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:52:03.283'
163869,145822,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 14:53:55.590'
163869,145898,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-05-01 13:17:03.397'
163869,145964,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-04 15:30:37.043'
163869,146388,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:53:01.713'
163869,146389,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:54:00.893'
163869,146390,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:55:01.450'
163869,146391,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-01-29 13:56:01.550'
163869,146422,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-12 13:30:01.243'
163869,146424,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:03:35.797'
163869,146425,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:11:05.103'
163869,146426,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9408554,'2019-02-18 10:12:05.620'
163870,145518,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',9386948,'2018-10-16 15:03:02.820'
163870,145519,'1900-01-01 00:00:00.000','9999-12-31 00:00:00.000',8699036,'2018-06-13 08:54:44.387'
